Id;y;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;Average
234;0;37.80540029;22.12345407;6.424948464;2.058808247;4.63686125;4.031745114;4.93216785;6.424948464;7.224170535;23.97643335;23.91463054;32.32275226;32.02175637;23.97643335;31.11430917;17.25428896
235;2;7.806961761;13.4698437;4.265922351;5.990741138;3.893327653;7.84888255;4.173236641;4.265922351;52.57415916;43.22562832;29.95942492;30.12677645;25.00853521;43.22562832;25.73540283;14.86559057
236;1;13.85897157;27.82930815;6.523853077;4.444921287;5.728672732;5.785123078;4.129138359;6.523853077;24.43685089;21.90116201;25.27010222;24.02517102;23.32891089;21.90116201;25.68656429;16.966392
237;0;22.39087827;27.93761048;5.205447651;4.916639924;6.28327993;5.389649157;3.914512568;5.205447651;20.0175199;40.84966791;22.51608209;23.09887684;22.81361488;40.84966791;23.36861621;17.53258795
238;1;31.3579343;27.61553143;5.022215629;4.380709054;4.197929993;5.909151384;3.915068278;5.022215629;25.88727195;21.0106332;17.00433108;28.1617918;24.51498816;21.0106332;26.45013201;20.10469289
239;2;3.944991069;32.93072771;5.433104298;5.904141361;6.144800114;6.903197132;4.180678764;5.433104298;38.62333251;30.01079029;20.20582517;23.47091619;23.2991006;30.01079029;25.64407164;16.09158431
240;1;37.281454;32.5186367;5.251924184;4.036894713;5.571019713;4.772224987;4.618322069;5.251924184;13.7433332;9.5806211;20.33831622;27.20559469;31.04044003;9.5806211;29.68710511;18.31716742
241;1;11.88264763;28.56202536;5.091243581;5.717510647;5.692394081;6.91110257;4.968122491;5.091243581;38.7325406;14.6745855;27.22544024;31.4002209;23.57352765;14.6745855;20.89141683;16.76403581
242;1;25.04067697;35.88164757;6.393802867;3.755965328;5.721339482;4.694206759;4.698204437;6.393802867;13.00477896;26.23284749;12.36544537;17.11498089;19.74560693;26.23284749;27.12497781;17.47597143
243;2;16.32270426;20.68214864;5.252933082;5.134738715;4.87405563;6.656019245;4.317011499;5.252933082;35.27179406;31.31166185;27.40879552;25.98009453;22.66101908;31.31166185;24.85022396;16.03189547
244;2;18.48759389;24.06016765;5.560999634;4.892340197;5.478772018;6.131711521;4.514478241;5.560999634;28.56708805;26.16702873;27.45371721;19.75374321;24.78408326;26.16702873;21.29228106;16.33924048
245;1;28.18528675;31.63095759;6.166583134;3.710948164;5.576951431;4.717743573;3.117000247;6.166583134;13.22630629;24.96698446;17.25818667;24.74092918;23.32151954;24.96698446;14.2969158;15.62674208
246;2;12.37190032;25.96178293;4.655625049;5.791791938;4.676002657;7.342129568;4.452580531;4.655625049;44.87606847;22.43605618;22.93928083;34.64457599;23.15447391;22.43605618;27.85064386;17.81918633
247;0;24.77333596;25.72947568;5.104510978;4.783994081;5.359967137;5.839135466;4.790072144;5.104510978;25.06470486;31.86816055;22.44192814;20.23956273;25.00446153;31.86816055;25.12243076;16.59146887
248;1;32.07729327;32.44025269;5.766335892;3.90076895;5.712046177;4.678346043;4.148645012;5.766335892;12.85612357;18.58844483;18.76448392;27.58760248;24.1280733;18.58844483;31.42089824;15.46999203
249;1;23.65822304;35.01286516;6.055314519;4.301014533;6.003011999;5.079592347;3.910088148;6.055314519;16.77146028;20.06641408;17.40612569;26.51137229;23.64420525;20.06641408;22.98396728;17.8829729
250;2;21.38179928;35.53761296;3.532680389;6.112940044;6.797885348;6.307191415;4.935518547;3.532680389;30.74986542;17.35870053;24.02630257;29.77216489;32.03749751;17.35870053;26.66675601;17.53962744
251;1;14.1451336;41.37597685;5.054933077;5.704639566;6.003646704;6.52399401;4.494405427;5.054933077;33.53169971;15.6880191;11.88969894;24.25059313;26.7004627;15.6880191;17.71471859;16.42827301
252;0;11.93491513;24.75007967;5.095160181;5.623678032;5.782461421;6.745771315;5.408580671;5.095160181;36.47463251;27.1800597;28.86194156;17.50643485;33.64701241;27.1800597;32.24820344;15.83502555
253;2;22.3818381;8.358502848;5.463996001;4.464793769;4.419436138;6.324362231;3.442133458;5.463996001;30.9667595;32.02665844;40.36450143;30.50436697;24.06329408;32.02665844;32.21068761;17.74055306
254;0;31.68204904;26.19491784;6.431224835;2.952273706;5.327537361;4.27356595;4.770540757;6.431224835;9.232567798;26.06049993;22.11340889;20.68230484;30.70106583;26.06049993;21.50397462;15.58805824
255;1;15.04554166;34.06800056;5.846132828;5.017401391;5.757662682;6.109521231;4.186687195;5.846132828;28.29545154;20.1526445;18.09139021;24.0711996;20.46999284;20.1526445;29.26489924;18.23561005
256;0;34.0809189;19.90206986;5.815040725;3.325567031;4.586913658;4.949933675;4.727804498;5.815040725;15.47104526;28.74841078;25.78632975;26.36112077;22.67422338;28.74841078;23.81201341;18.83213233
257;1;11.03027084;35.91369678;5.898757261;5.251793782;5.949977082;6.298213907;2.949982326;5.898757261;30.63670029;19.92041753;17.2904353;26.17228265;27.14382317;19.92041753;27.42996951;16.29451041
258;2;20.43636488;31.30732175;4.735106815;5.428902356;5.687595944;6.355526517;4.87804455;4.735106815;31.36191918;20.67567524;21.06992476;24.520637;12.56582043;20.67567524;26.43855701;16.15835352
259;1;35.14109104;39.41618298;6.008093195;3.571988485;6.387841909;3.593641877;3.881561255;6.008093195;3.883463811;16.03503476;14.24226764;25.86415488;20.0096328;16.03503476;30.78103165;16.98698955
260;1;11.80670014;33.9036773;5.424542483;5.49628804;5.525203078;6.71526761;0;5.424542483;36.06402095;18.87466771;17.87473698;17.58923089;22.28955374;18.87466771;29.03215994;16.51369968
261;1;28.83415995;31.89276122;5.35731066;4.642413317;6.360109266;5.086641639;3.834526063;5.35731066;16.84312504;10.74866436;26.42340667;12.51727251;24.79200115;10.74866436;30.15145229;16.05814523
262;1;33.20547028;38.30148408;6.105194553;3.579852536;6.314398125;3.756320948;4.04333941;6.105194553;5.079148934;18.84824682;14.4918174;18.91626039;40.13085238;18.84824682;30.04276852;15.39060762
263;0;17.57393832;26.1786146;4.700854465;5.63367775;7.079553522;5.755539546;4.866722702;4.700854465;24.09543734;36.48464884;32.30484735;25.21517905;25.8946816;36.48464884;30.00307944;15.65968394
264;1;30.69492308;30.74330767;5.880981544;3.975809246;6.117191098;4.582250405;4.542251624;5.880981544;11.96622064;14.70032656;24.71367386;23.66714045;25.8861538;14.70032656;23.36311987;14.90598794
265;1;28.35942806;30.85337571;6.343505882;3.638518969;6.08283115;4.393579979;3.987980744;6.343505882;10.27274691;17.20947707;23.57753949;22.01111444;26.07983621;17.20947707;19.43812767;16.51790638
266;1;31.93486084;38.2284974;6.164689487;3.667255332;6.595431482;3.634277132;4.04851552;6.164689487;4.177172144;18.88725709;16.53391943;25.37217728;25.97814048;18.88725709;32.20122379;19.13148519
267;1;33.75605363;29.42632375;5.616572992;4.006016909;5.983364351;4.653608058;3.65861219;5.616572992;12.62526983;10.16400861;26.81611284;16.73374221;20.91916927;10.16400861;31.3320779;15.42764386
268;0;28.06322795;3.881372869;4.370119561;4.835814513;4.630911422;6.378149359;3.836922246;4.370119561;31.64999112;34.75030497;46.22389801;26.8820242;28.61629239;34.75030497;26.78854808;15.05340302
269;1;21.22943953;36.518199;5.586785531;4.923613072;6.150920914;5.617763604;4.944954702;5.586785531;22.52846978;15.65121742;18.200432;26.92786194;22.27778099;15.65121742;29.99041305;16.16502427
270;2;21.39528586;26.75078313;5.873336443;4.479748198;5.241295029;5.854213659;4.362702788;5.873336443;25.24101943;20.16717443;24.0505018;26.68081472;10.57401749;20.16717443;19.85318386;14.76476761
271;1;35.39346384;27.67471766;4.341378525;4.677822321;4.613422276;5.899407078;4.862270667;4.341378525;25.77220575;13.22102254;21.07151851;21.39521017;18.34488896;13.22102254;18.24991271;19.33520008
272;2;15.04107863;26.90726729;4.708297164;5.780814477;6.517447267;6.404267041;3.941545291;4.708297164;31.98383821;24.59369803;31.3419918;24.62000128;17.02197711;24.59369803;23.42896056;16.11905697
273;2;25.09072407;11.15627094;5.098614724;4.546749025;3.838316417;6.486462223;3.930249153;5.098614724;33.04339404;30.39246711;34.65311476;15.87752297;21.37479334;30.39246711;24.56610104;15.10430585
274;2;17.81090061;37.24973206;2.64699196;6.435495392;5.711476246;7.170451149;4.131200117;2.64699196;42.38457155;26.60100922;12.55891925;21.28308401;22.57595103;26.60100922;24.43921609;14.87197614
275;1;33.13436603;25.92417571;5.650453084;4.01839282;5.906903403;4.839808706;2.889297203;5.650453084;14.39295018;6.524608776;32.07531387;21.62468935;31.85368144;6.524608776;21.42891923;16.77287862
276;0;33.99612637;16.81451978;5.45258273;3.741914926;4.682383106;5.270326251;4.578860284;5.45258273;18.74554066;25.42776733;31.46325856;29.70239865;27.14145378;25.42776733;36.16023345;17.03639078
277;2;18.66701097;33.67910231;4.928039305;5.438901237;5.789712357;6.336442161;4.291341772;4.928039305;31.11970113;20.39239864;18.76904059;21.60774692;22.63426678;20.39239864;22.13662232;17.34979999
278;2;23.20563039;38.37174974;4.434995223;5.574246536;6.472423974;5.891840743;4.918090154;4.434995223;25.68298922;18.51096937;17.27943178;27.0298225;24.82490731;18.51096937;28.37116854;14.82924144
279;0;30.00661795;20.3081089;4.802903451;4.55345789;4.800149362;5.827530786;4.250277338;4.802903451;24.92931694;32.8766925;25.87286826;22.53888786;21.68089808;32.8766925;25.24920661;18.2705144
280;0;25.02947838;13.48980834;4.95506806;4.746118828;5.335005769;5.925408849;4.293736658;4.95506806;26.0796719;38.76955294;36.153094;9.707613723;30.39130156;38.76955294;31.39806256;16.07405096
281;0;36.85160691;24.98107189;6.232189873;2.462456654;4.56486023;4.19435722;3.411230327;6.232189873;8.56183436;31.14864706;17.84342107;23.11594877;20.02230203;31.14864706;32.67716158;16.90094867
282;1;33.98835325;39.26928758;5.87981002;3.587636816;5.55427217;4.24710202;4.41919877;5.87981002;9.007077442;25.56523012;6.566420386;25.72293327;21.36705089;25.56523012;22.85892362;17.69176746
283;2;14.33208211;26.15608873;5.39558715;5.205066315;4.950996585;6.680588225;4.039685763;5.39558715;35.5994609;29.45603805;21.37609134;24.67943559;24.00316932;29.45603805;24.98102202;18.6665695
284;1;32.52103427;26.28503667;5.743011635;3.889549341;5.528924734;4.955868819;3.539601288;5.743011635;15.52983762;10.75802841;28.09913415;32.48079107;24.95750069;10.75802841;40.08575598;16.89652833
285;0;35.73670915;16.76188007;5.390754566;3.621434184;5.120945805;4.790629166;4.446782805;5.390754566;13.91932968;34.82570082;30.70078317;27.16191718;26.28722287;34.82570082;37.25639068;15.96522243
286;1;18.98406435;33.55184598;6.159311027;4.676382617;6.778488745;5.126412569;4.007429324;6.159311027;17.24930769;13.40093318;26.86304079;29.17560559;25.38795327;13.40093318;25.16445615;17.44712915
287;0;28.25985758;22.99300223;4.187848686;5.110640633;5.678717763;5.809838696;4.733709482;4.187848686;24.72342755;39.16315184;25.5762653;20.74624409;31.04425543;39.16315184;20.44752786;16.72500765
288;1;36.30910803;33.83719794;5.806460335;3.510147175;5.337415707;4.473867842;4.241877781;5.806460335;10.98469534;13.61717711;15.90916478;30.97068647;33.26576917;13.61717711;31.03869187;19.08246237
289;2;25.81415215;35.4565424;5.695743712;4.441748771;5.76287716;5.258599122;4.780725789;5.695743712;18.6220666;20.54546308;15.19288823;12.26129302;41.76545695;20.54546308;26.81585259;15.7390317
290;2;19.39492308;28.30422106;4.97083989;5.289105431;5.514867945;6.365421012;3.501946998;4.97083989;31.48778653;24.19053687;22.91152896;26.20615889;22.9209886;24.19053687;24.46865576;18.78836584
291;0;24.03936812;23.42957257;4.730205118;5.152079;5.873541095;5.965722139;4.334216667;4.730205118;26.55904251;27.488117;29.97555061;20.41798765;22.29586989;27.488117;29.33694453;16.58172647
292;0;5.39688005;27.80746731;4.927761432;6.119705471;6.025674649;7.20185371;3.580447159;4.927761432;42.83589873;24.36701131;27.94470584;25.88885186;35.80451432;24.36701131;30.72598834;16.57697442
293;2;18.63737337;17.11846825;4.569876238;5.396336768;4.792149811;6.863571959;4.769351954;4.569876238;38.07782191;31.96490329;31.492332;25.12586352;26.46703824;31.96490329;21.24580013;16.97922385
294;0;11.65383366;26.22547787;5.068317607;5.705180056;6.437295103;6.438928601;3.351489922;5.068317607;32.4290034;31.11224864;29.87906188;30.13017154;23.53169007;31.11224864;30.97219153;17.45443593
295;0;21.32916628;14.39247444;4.632882142;5.179137485;4.954438927;6.564067714;3.041784793;4.632882142;34.05618683;35.26919311;34.54359414;24.39349019;27.08798781;35.26919311;15.78802126;18.52810219
296;0;28.44373007;30.34216521;3.896206311;5.37956792;6.082968253;5.770579698;4.503649186;3.896206311;24.26879192;32.41932004;20.60689063;27.38149853;21.7179874;32.41932004;21.99193016;18.20371113
297;2;21.26855773;12.03601839;5.020164783;4.860108702;4.035503966;6.721958286;0.816967444;5.020164783;36.15392506;32.53296745;34.0604667;21.57340034;33.47337672;32.53296745;24.9810956;18.60769708
298;1;25.88652404;41.18943265;6.780758658;3.351823837;6.759152611;3.197307305;4.393334704;6.780758658;1.191975876;32.62015969;9.841001557;24.91062624;27.26672282;32.62015969;24.38599241;18.07563336
299;0;9.709751395;21.53455236;4.784470396;5.898395571;5.798094348;7.051300426;4.753137568;4.784470396;40.69003956;28.75251057;33.00820147;25.01158358;25.91566342;28.75251057;23.02402652;17.94138745
300;1;31.41123597;32.03590289;5.841324787;3.975632016;6.207129782;4.453555704;4.499466081;5.841324787;10.80336028;15.40094911;23.33241881;26.58115602;33.90940023;15.40094911;16.47966983;18.33917623
301;2;13.66085951;29.42470217;2.427267311;6.703992715;6.095973841;7.451105545;4.084408267;2.427267311;46.48817571;23.44038835;26.51186107;30.07814395;22.15512193;23.44038835;24.90539502;16.74504872
302;1;36.31676993;32.04550279;4.906121694;4.327557811;5.355854183;5.149085022;4.691355864;4.906121694;17.48227844;13.5251991;18.77643379;23.93089497;18.354102;13.5251991;22.54858203;17.96458054
303;1;21.82589198;29.98994371;6.568950835;3.879983242;6.123196524;4.797344198;5.132866373;6.568950835;13.98371323;21.03151311;24.30685383;21.32926612;22.29453166;21.03151311;29.3865953;15.74489836
304;0;12.86128584;23.41811835;5.008351753;5.709408463;6.544435415;6.429221662;4.079880283;5.008351753;32.30409305;25.20431401;35.97237268;24.65939547;17.9632116;25.20431401;25.8802393;17.9530034
305;0;33.18415372;15.68219014;6.055697885;2.941010129;4.03844196;5.02751619;4.229417935;6.055697885;16.24512091;33.73661494;27.28443018;35.10073898;21.86169627;33.73661494;15.38779769;15.05607056
306;1;35.33339969;26.97521202;4.241427988;4.622066489;3.658166899;6.190260727;3.239527563;4.241427988;29.28852973;18.06360592;16.47572213;28.40865556;24.76035687;18.06360592;25.510547;15.8834076
307;2;27.43334905;43.57317347;5.026668771;5.01496406;6.490970165;5.150056281;3.962684528;5.026668771;17.49228157;16.50077887;10.59280567;35.61280078;15.45733922;16.50077887;20.7622321;17.08313291
308;0;40.75369326;32.18979618;5.758406314;3.04876846;5.737932059;3.439158515;4.617138219;5.758406314;2.797013165;27.37701624;15.67567967;38.37436063;24.81470763;27.37701624;25.60380929;17.37114265
309;1;33.14504045;35.45346871;5.934736379;3.819873953;6.434478484;4.003472725;4.145725231;5.934736379;6.996995734;13.54289373;20.71176439;20.03512233;30.33808302;13.54289373;21.22871677;16.60483417
310;1;9.931847637;35.64623405;5.144748958;5.891093787;6.224517339;6.785430236;4.299772683;5.144748958;37.01126536;12.29949332;22.16129095;18.17125214;20.17994456;12.29949332;21.75805748;15.63983681
311;2;24.03911367;28.04435169;5.340292965;4.786064008;5.554258299;5.838142905;4.357896982;5.340292965;25.05311445;19.3201384;24.3500245;35.21286521;29.12569075;19.3201384;28.21410433;17.55486015
312;0;16.52619123;22.88385;4.735562563;5.644014073;6.709997428;6.123395564;4.539393515;4.735562563;28.4651751;31.39712084;35.63459908;20.46213324;24.03260852;31.39712084;16.14888582;15.0178668
313;0;19.94671044;22.50405115;4.552509096;5.573552063;6.803012664;5.910327759;4.231514347;4.552509096;25.90117609;30.16953835;36.88300171;26.8363588;21.9655;30.16953835;19.05813368;14.86327939
314;1;31.53959741;30.30581868;5.726626061;3.949741653;5.40124614;4.999906919;4.161714819;5.726626061;15.96827107;15.84301378;20.68777736;24.31403513;25.57473795;15.84301378;24.95332259;17.5930993
315;2;22.99630628;7.870484732;4.98256662;4.742256606;4.094815821;6.608373798;4.077369929;4.98256662;34.63980613;34.25776305;39.04393135;18.43601514;19.92441377;34.25776305;26.01168095;17.29570736
316;2;12.14891612;16.85675346;4.532403956;5.726962857;4.495172195;7.369049483;4.497372826;4.532403956;45.27209216;36.1193389;29.79883933;26.10432396;19.3523661;36.1193389;13.72430441;17.67049557
317;0;17.15973029;22.36689327;4.644145964;5.559776028;5.611295574;6.64579206;4.839147623;4.644145964;35.13575397;28.7624575;30.1399213;18.90154023;25.48167765;28.7624575;28.39566103;15.66636329
318;1;28.19578457;29.11839028;5.675271951;4.228857616;5.591828967;5.204592913;2.887108023;5.675271951;18.05698926;20.26999663;22.30462148;29.63713473;24.32925214;20.26999663;36.31883291;17.79507426
319;2;28.59096636;19.23872219;4.75886752;4.885919356;5.901676434;5.702901255;4.277026711;4.75886752;23.4922846;19.87617589;37.48035177;26.16004659;30.60992279;19.87617589;21.29017694;17.77664257
320;2;14.67505657;26.52545295;4.532956719;5.755639807;4.991644545;7.124414465;2.834793178;4.532956719;41.72648334;23.44002961;23.2811286;21.12741841;23.29868248;23.44002961;30.75676033;17.80335973
321;2;19.1078615;31.93548063;4.688720771;5.615621427;6.277910306;6.264414052;3.845930203;4.688720771;30.21208529;17.30183691;25.06894974;19.54964881;32.81937143;17.30183691;19.27522024;17.184262
322;0;30.71748243;10.22833877;5.009178642;4.213836434;3.585602299;6.210096461;2.428279916;5.009178642;29.53449993;27.68292638;35.20907925;13.72043736;23.05531639;27.68292638;21.80978255;17.12667212
323;2;12.67988489;24.6046141;2.495467134;6.664987147;5.673355156;7.661190206;4.297908709;2.495467134;49.66303724;25.63657168;29.64061537;23.17105666;28.60665902;25.63657168;22.73039812;17.20289649
324;0;35.32229055;26.41282076;6.009311474;3.208220011;5.82910594;3.871161724;4.342395151;6.009311474;5.955094968;29.49710498;23.50311036;25.49347644;24.35181973;29.49710498;18.93733876;16.26357393
325;1;22.25245402;33.52235734;5.782024751;4.791430757;6.743281221;5.156038983;4.062037549;5.782024751;17.55393986;11.56846172;27.08484286;22.75068844;23.87694971;11.56846172;26.07609995;16.40646412
326;2;14.12919894;10.17628926;4.623748601;5.543981103;4.850178308;7.106589017;4.975446672;4.623748601;41.47280932;39.03092636;39.07109547;22.50913376;23.49621905;39.03092636;26.4012989;18.11051895
327;0;37.24811024;24.4116722;5.728602517;3.28183609;4.459478723;4.912713214;5.012687864;5.728602517;15.103953;16.6942833;22.76060117;22.54345294;28.85150434;16.6942833;28.36497606;16.54931115
328;1;33.83294069;30.91637662;5.231173347;4.272930674;5.596462435;5.073002505;4.383432659;5.231173347;16.70455629;13.20233198;21.80816519;23.44772923;27.9003194;13.20233198;23.61262833;15.23807291
329;0;34.28794126;19.53840553;5.848411933;3.387679247;5.084311166;4.770204142;3.637198033;5.848411933;13.72404943;23.50403962;30.30776006;12.76043826;18.17684498;23.50403962;34.1939229;19.13610598
330;0;22.44862423;18.63672627;4.843574592;5.109246443;6.035465896;5.883880343;5.110585466;4.843574592;25.58924976;36.01735043;34.69272874;22.53770693;31.14080974;36.01735043;23.25500003;16.11978383
331;1;22.39315941;32.76508425;6.25102932;4.254304042;6.389883716;4.873515885;3.428831717;6.25102932;14.72035895;18.50537056;23.3001266;24.80920043;25.70865014;18.50537056;27.10577463;15.62770365
332;2;13.71429728;26.93948288;5.40978999;5.332262807;6.369878455;6.037434867;4.126075705;5.40978999;27.41982165;36.64459195;26.44677454;29.17624643;23.78129752;36.64459195;27.06692145;15.90491054
333;1;18.04989327;40.83033776;5.296436085;5.351796899;6.201797504;6.001611689;4.571632104;5.296436085;26.98854473;15.67581073;13.35135073;20.2420963;20.06662121;15.67581073;23.27624727;18.81079159
334;0;32.20438802;17.02708574;6.260544022;2.919026974;4.964621549;4.561991697;4.203849469;6.260544022;11.78097011;32.42115062;30.21201765;26.91431284;16.58360084;32.42115062;17.69580998;15.9507793
335;2;17.72826356;16.81724568;5.787424456;4.629034735;4.861358249;6.309493494;4.88590603;5.787424456;30.77891002;29.39557334;32.57877137;34.87512318;25.66704361;29.39557334;21.39371143;18.70128383
336;2;14.4737618;27.05211438;4.170700572;5.989454967;5.360386218;7.175603085;3.117922086;4.170700572;42.4584815;21.91589682;25.17766721;32.22683313;16.50341411;21.91589682;21.60398123;15.12509487
337;2;15.73765145;30.17306681;4.529092554;5.753605335;5.388705143;6.890336726;4.598372873;4.529092554;38.44594207;23.27935537;20.59369148;21.59738595;22.09168878;23.27935537;23.63943396;16.42873761
338;2;19.87062006;34.02470315;4.564743885;5.573115234;5.753411115;6.42063867;4.052724343;4.564743885;32.19380281;21.47421384;17.79591376;25.78347935;23.12519914;21.47421384;28.87139314;18.05939046
339;1;19.57437742;41.61402128;5.549749636;5.139070204;6.556071495;5.545065259;4.510429681;5.549749636;21.7169506;14.44559122;14.76325416;25.8693435;19.22031235;14.44559122;26.22907057;16.88752097
340;0;10.63816917;17.32286562;5.466783985;5.358246327;5.085644422;6.97262925;4.625256312;5.466783985;39.58676054;26.2475247;34.89408556;29.84468687;41.59774031;26.2475247;27.79819396;16.7017851
341;1;17.89316311;38.1226221;5.081987025;5.403279452;5.567157379;6.399213824;4.897801435;5.081987025;31.91913944;18.17372884;12.38128122;22.46015943;29.9493374;18.17372884;29.36899373;17.03619441
342;1;17.95588187;37.50376167;5.327375789;5.348788391;6.380753347;5.955854312;3.248716195;5.327375789;26.44140246;14.16185471;19.30037275;28.41486506;33.51973354;14.16185471;21.40818327;15.38190988
343;1;29.34222997;24.4106698;5.078150673;4.571751195;5.079784448;5.80520309;4.519243242;5.078150673;24.66958478;17.50136351;26.63601879;23.84264316;12.31732916;17.50136351;31.64745786;19.14352638
344;2;19.62657797;-1.213163481;3.871665925;5.433493576;3.241719902;7.48453829;4.819971123;3.871665925;46.98751529;42.12861784;45.98275148;26.67646893;22.42751516;42.12861784;21.04481859;16.72490535
345;2;17.30861909;19.23874528;4.137748428;5.767165899;5.322623815;6.970000238;4.404568971;4.137748428;39.55010519;29.77926979;32.45094195;36.68835222;22.03742462;29.77926979;26.01223612;16.29711826
346;1;18.29266934;34.91826063;6.150230413;4.714265308;6.663510623;5.235277557;4.571410062;6.150230413;18.37733297;14.51884404;24.0198083;23.93201144;31.17959876;14.51884404;28.64558215;15.86672959
347;0;16.60616514;33.10316726;5.526976967;5.110378574;5.369297226;6.334389766;3.867114528;5.526976967;31.09369558;21.11627137;16.8288632;28.40062992;27.48724223;21.11627137;23.7523167;19.63418496
348;0;33.03850514;21.09728945;6.006091092;3.251287743;4.998517041;4.685071698;4.373089166;6.006091092;12.91909868;29.56427771;26.01399753;22.53052155;24.91299409;29.56427771;22.41818605;18.90565466
349;2;19.61900275;10.31634205;4.924870583;4.913677748;3.013883037;7.076993608;4.550100973;4.924870583;41.0530404;37.53081747;31.26662907;28.01352501;32.00388228;37.53081747;24.60723796;16.1258584
350;0;25.52462797;21.07164529;4.117142341;5.335263799;5.624289737;6.191601251;4.796943972;4.117142341;29.30512793;33.15315963;29.90966671;26.35286441;27.60465386;33.15315963;26.23482728;16.74931712
351;0;25.92151478;13.85023826;5.657492927;4.078743268;4.811491416;5.66452461;4.264412956;5.657492927;23.05604093;36.48512345;33.25686475;30.83308434;29.21831483;36.48512345;15.23289727;16.75861972
352;0;30.79796968;17.36718925;5.605381769;3.830527376;4.983637935;5.220279187;4.303465498;5.605381769;18.22051666;32.22794523;30.39313548;31.77469027;26.90272263;32.22794523;34.11754678;19.42304607
353;2;21.19869201;39.58591442;4.211290024;5.765625004;6.124876286;6.30731479;4.8133198;4.211290024;30.75142173;18.90584244;13.61023824;18.41989794;31.38469712;18.90584244;25.21794228;18.83280774
354;1;29.75836187;32.10779664;6.295660579;3.643329617;6.388810748;4.072522243;4.53271272;6.295660579;7.554639289;16.35144196;24.05414742;25.36661275;31.01050408;16.35144196;17.61022407;18.29822401
355;0;26.52478183;19.2631813;6.039148426;3.784733556;5.1111027;5.264945395;4.351194483;6.039148426;18.68885188;29.79950105;29.54664455;29.67896417;15.34578033;29.79950105;28.00231593;18.90522232
356;2;23.22037244;20.59081049;4.646611626;5.16294937;5.072178362;6.436204701;4.150991444;4.646611626;32.39393282;26.46353483;29.59716866;16.44529697;22.8912268;26.46353483;19.56983736;16.62761364
357;1;23.58374282;41.20444996;5.732218905;4.884728616;7.306183774;4.6429675;4.49200637;5.732218905;12.52634908;9.427109235;21.69506517;19.59713801;21.47246834;9.427109235;25.92556951;15.42625777
358;1;9.380536477;23.8652578;5.98396559;5.133828415;5.268568256;6.713101539;2.908498521;5.98396559;36.03493414;22.05722885;28.51524982;18.07906238;25.53403805;22.05722885;27.12121743;17.14931967
359;2;25.17684478;16.24356548;5.219345188;4.639223724;5.167482993;5.988625748;4.215145653;5.219345188;26.83284022;25.96157346;35.4799666;28.55218467;21.67013513;25.96157346;24.78661856;16.51675082
360;2;16.14476833;24.17210971;5.381438281;5.156672881;5.198743649;6.553437142;3.103909825;5.381438281;33.91674024;23.89627748;26.78790692;33.01686649;26.59557034;23.89627748;30.67005086;14.50995503
361;1;26.43309713;33.52169075;6.62192004;3.679068733;7.059812699;3.6053547;4.945758498;6.62192004;3.967784387;14.94221354;27.43552434;24.7615913;24.56281679;14.94221354;18.67452498;16.30911211
362;2;13.30479189;32.77236791;5.589519775;5.278618373;5.85209881;6.298916044;4.602868402;5.589519775;30.6455452;25.70438936;18.92894459;23.75725077;29.57010672;25.70438936;30.80787855;17.40763139
363;0;15.81819175;15.95076551;5.000591826;5.416378104;5.377340026;6.805774972;3.695288665;5.000591826;37.28777485;21.43278526;39.41903185;25.25380314;22.36525834;21.43278526;23.0891895;17.99148053
364;1;20.86960368;37.04944482;5.095268213;5.230345617;5.722411204;6.101088188;4.306447288;5.095268213;28.19247895;18.30605404;14.33540779;31.10761912;22.57102742;18.30605404;25.3066185;14.78501943
365;2;24.98831821;40.11338102;5.03356672;5.217883119;6.854041497;5.277422864;4.042247285;5.03356672;18.82039396;11.60508412;19.33358762;30.58665023;28.25840769;11.60508412;29.91206396;17.62714704
366;1;27.55071536;31.15241744;5.815760025;4.000886567;4.825921825;5.365810522;4.493626776;5.815760025;19.76112443;28.01960412;13.16935962;19.40420737;21.15818175;28.01960412;28.85789905;16.88970339
367;1;29.2309264;29.28784282;6.218210043;3.86855169;6.761793355;4.095099878;4.297169522;6.218210043;7.739044885;10.57675379;32.11572288;31.73644588;18.34402314;10.57675379;14.02834672;16.50634247
368;2;25.18653354;18.46703888;3.596249549;5.565477631;4.993145235;6.752993361;4.715265555;3.596249549;36.57212121;27.75352965;31.72474891;29.67738478;30.96438887;27.75352965;23.94826935;16.44544661
369;2;24.88182845;6.736472872;3.900511096;5.293007768;4.365764469;6.887137016;4.370853324;3.900511096;38.40185815;33.18876476;42.24308429;14.68209002;23.8440461;33.18876476;22.91496846;16.4940586
370;0;23.5044366;24.25781763;4.42647481;5.299932601;6.091574542;5.864680607;4.320185394;4.42647481;25.36368049;40.93870864;26.26595029;32.03276175;18.55452838;40.93870864;31.03680809;14.33965966
371;2;20.11793353;28.30845242;4.764288623;5.404059951;5.72947127;6.344841454;4.472126626;4.764288623;31.22621495;22.8484023;24.57093657;21.01503422;32.89202306;22.8484023;38.02955088;18.75112838
372;0;19.32229774;20.16152048;4.365715941;5.635595021;5.923994631;6.554482786;4.723890721;4.365715941;33.93044647;24.74481669;35.99044975;30.17263732;23.26187269;24.74481669;18.78640646;17.91997751
